year,date,survey,wetland_code,area_code,module_code,tc_mc_code,habitat_code,enclosure_number,sampling_station_label,depth,haul_no,species_id,species_code,genus_name,species_name,count,enclosure_area
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,1,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,1,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,1,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,1,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,2,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,2,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,2,2839,QUYC,Quietula,y_cauda,1,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,2,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,2,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,3,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,3,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,3,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,3,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,3,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,4,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,4,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,4,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,4,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,4,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,5,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,5,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,5,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,5,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,1,"SDL W2 TC2 MAIN 1",29,5,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,1,2709,CLIO,Clevelandia,ios,5,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,1,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,1,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,1,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,1,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,2,2709,CLIO,Clevelandia,ios,10,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,2,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,2,2839,QUYC,Quietula,y_cauda,2,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,2,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,2,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,3,2709,CLIO,Clevelandia,ios,6,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,3,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,3,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,3,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,3,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,4,2709,CLIO,Clevelandia,ios,1,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,4,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,4,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,4,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,4,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,5,2709,CLIO,Clevelandia,ios,1,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,5,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,5,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,5,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,5,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,6,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,6,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,6,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,6,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,6,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,7,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,7,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,7,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,7,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,7,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,8,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,8,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,8,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,8,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,2,"SDL W2 TC2 MAIN 2",10,8,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,1,2709,CLIO,Clevelandia,ios,5,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,1,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,1,2839,QUYC,Quietula,y_cauda,1,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,1,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,1,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,2,2709,CLIO,Clevelandia,ios,1,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,2,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,2,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,2,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,2,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,3,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,3,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,3,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,3,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,3,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,4,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,4,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,4,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,4,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,4,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,5,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,5,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,5,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,5,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,3,"SDL W2 TC2 MAIN 3",18,5,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,4,"SDL W2 TC2 MAIN 4",2,1,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,4,"SDL W2 TC2 MAIN 4",2,1,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,4,"SDL W2 TC2 MAIN 4",2,1,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,4,"SDL W2 TC2 MAIN 4",2,1,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,4,"SDL W2 TC2 MAIN 4",2,1,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,4,"SDL W2 TC2 MAIN 4",2,2,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,4,"SDL W2 TC2 MAIN 4",2,2,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,4,"SDL W2 TC2 MAIN 4",2,2,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,4,"SDL W2 TC2 MAIN 4",2,2,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,4,"SDL W2 TC2 MAIN 4",2,2,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,4,"SDL W2 TC2 MAIN 4",2,3,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,4,"SDL W2 TC2 MAIN 4",2,3,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,4,"SDL W2 TC2 MAIN 4",2,3,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,4,"SDL W2 TC2 MAIN 4",2,3,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,4,"SDL W2 TC2 MAIN 4",2,3,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,1,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,1,2751,ILGI,Ilypnus,gilberti,1,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,1,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,1,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,1,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,2,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,2,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,2,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,2,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,2,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,3,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,3,2751,ILGI,Ilypnus,gilberti,1,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,3,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,3,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,3,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,4,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,4,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,4,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,4,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,4,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,5,2709,CLIO,Clevelandia,ios,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,5,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,5,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,5,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC2",TC,5,"SDL W2 TC2 MAIN 5",7,5,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC3",TC,1,"SDL W2 TC3 MAIN 1",20,1,2709,CLIO,Clevelandia,ios,21,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC3",TC,1,"SDL W2 TC3 MAIN 1",20,1,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC3",TC,1,"SDL W2 TC3 MAIN 1",20,1,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC3",TC,1,"SDL W2 TC3 MAIN 1",20,1,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC3",TC,1,"SDL W2 TC3 MAIN 1",20,1,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC3",TC,1,"SDL W2 TC3 MAIN 1",20,2,2709,CLIO,Clevelandia,ios,6,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC3",TC,1,"SDL W2 TC3 MAIN 1",20,2,2751,ILGI,Ilypnus,gilberti,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC3",TC,1,"SDL W2 TC3 MAIN 1",20,2,2839,QUYC,Quietula,y_cauda,0,0.43
2011,2011-02-10,12,SDW,2A,W2,"SDL W2 TC3",TC,1,"SDL W2 TC3 MAIN 1",20,2,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
